date,open,high,low,close,volume
2024-02-05,569.394043728245,572.9784837107236,568.6982511406907,569.9725388704336,44636000
2024-02-06,571.8676101486783,575.902328574615,563.2411599310988,571.2058675909941,24561000
2024-02-07,562.3883822570256,571.8188489574637,558.7065719178242,561.629656250042,34262000
2024-02-08,562.5061425881037,571.0265034998145,554.1699757349998,565.0755183116265,24899000
2024-02-09,559.5644586896757,568.1196865506065,557.6471941906158,560.2669627854241,25934000
2024-02-12,558.7981194764174,560.9429697260341,552.81431036108,558.0957006979143,48197000
2024-02-13,553.354954545733,556.3594890453385,551.380835997261,553.3376004477622,46332000
2024-02-14,571.016682213075,570.5448410896009,557.6405440570294,568.9882967376548,44157000
2024-02-15,570.0608112985643,572.0266217652654,562.8743733810451,569.1575944423088,21593000
2024-02-16,558.5231538307494,564.3431915362819,553.2853883701636,560.4121101204319,27320000
2024-02-19,565.1692972262653,570.5504939917864,565.7862494292243,567.6067781234007,37376000
2024-02-20,558.2901766074829,559.5013107905768,548.8554002124688,557.4961945511754,24199000
2024-02-21,556.8722812730265,561.8555663024838,556.2884687742638,559.5215525393824,25876000
2024-02-22,543.8202134420243,548.9474455502618,533.4841325428588,543.3541482629782,18245000
2024-02-23,535.1462441301381,535.845121207603,529.7677191864411,532.8006943471,17214000
2024-02-26,535.0439271970444,539.2152535580983,531.736042411392,534.6404117416901,10726000
2024-02-27,540.2251325688958,546.8123393906164,539.3924744210849,540.8299430933542,21362000
2024-02-28,543.2678996108243,550.3171440506826,536.7959397534381,542.4905745313606,28297000
2024-02-29,541.5945537701602,543.2877921622706,535.2283391561207,541.8207482712808,40448000
2024-03-01,539.8906636930756,548.4889377722398,537.9269387102602,539.6444952006449,36172000
2024-03-04,530.2768702171743,534.9690229437095,519.5204182236099,527.946173651222,17657000
2024-03-05,521.9144371982068,524.3235386971874,517.201283175244,522.509561806343,28850000
2024-03-06,521.5548133618975,528.362310323162,513.2218043591196,519.1604941517679,35425000
2024-03-07,529.7911579086136,537.4538286762233,522.4107605122714,527.6523158589832,36685000
2024-03-08,529.0215656445462,532.2804611695758,525.7466690545693,530.6358068108472,34578000
2024-03-11,514.6423069456503,520.4778437034139,510.62772026271193,516.8681411850403,38831000
2024-03-12,517.5646914167895,528.2192921134349,517.1478865026354,519.6392054383671,17906000
2024-03-13,514.4071681065751,524.8931859212934,514.1709849352867,516.8974672877273,17287000
2024-03-14,509.83135040408166,514.6314801072058,502.9428318767607,511.9074270087288,43660000
2024-03-15,517.806094434676,519.8416036765924,507.0243150644007,516.8602052499748,20222000
2024-03-18,522.8601353976451,529.6638058819376,520.5331261866688,525.1118747247481,47443000
2024-03-19,531.7454897987707,538.4212268280231,529.0482945007744,532.7098244007553,44701000
2024-03-20,528.0852643138602,533.1794726978598,519.1172265935531,526.2702880215062,27764000
2024-03-21,521.5939879207048,528.6208764243279,519.1884377807335,524.0924838740315,27674000
2024-03-22,528.6158393260746,532.3998983125492,525.6640066873896,526.9587202346825,28024000
2024-03-25,533.766348362626,543.2003937785784,532.3598512320841,534.9332797705936,33874000
2024-03-26,529.3269491748551,532.7694174383564,523.4452923903958,531.3558527109966,42284000
2024-03-27,531.1847517620749,533.6109420252908,522.7936665091121,530.1417658794722,27602000
2024-03-28,522.2816987606292,529.3499530627109,520.3114995655473,521.6091211108054,47784000
2024-03-29,514.4452256211271,521.7941172162955,509.43788438932114,512.5106413835562,33265000
2024-04-01,520.2333686855421,524.8315586288923,515.8165358759223,519.0133186598871,35931000
2024-04-02,531.4393622288668,535.9658357707525,522.3639440264849,529.8314248911358,38841000
2024-04-03,528.3698628817585,531.6045931280186,528.2771244740119,529.5240422237291,39192000
2024-04-04,536.0251259676055,543.1660519799892,535.6764694956335,537.7597261937851,25585000
2024-04-05,542.3013951401635,547.2137032272935,532.0750129140528,540.9457054040533,35559000
2024-04-08,537.6261344583497,539.392794884065,533.18705410537,535.981556845881,43742000
2024-04-09,541.7996516469036,542.8463277964539,531.7419934741778,539.1550683134689,14133000
2024-04-10,551.3810180713022,556.7147422493854,548.3935246792807,551.8632489985491,24663000
2024-04-11,551.1363557664605,553.1456702975782,549.7511613118319,551.8426145079189,31754000
2024-04-12,566.632018472326,569.4761831493481,561.4665833391941,565.0700915021374,13972000
2024-04-15,542.2828608198008,546.3010818660077,534.9998823650568,543.1475324626845,15295000
2024-04-16,552.4849830309774,554.4584552268142,540.5419190746387,550.1153209865603,39125000
2024-04-17,553.0839112762841,553.3989199503818,541.770705660443,551.1086675353254,19903000
2024-04-18,548.5226781156344,558.809050634782,543.8902722165479,548.9124387316153,13020000
2024-04-19,551.3220708577957,556.9182593887584,542.2291891014421,549.9424244254012,30420000
2024-04-22,535.1804736412923,541.4146635578305,530.7843742310756,533.8216686234913,31452000
2024-04-23,530.2169061493988,540.9560401511644,528.4560142347921,532.3295952520766,48001000
2024-04-24,537.6027425146012,541.3221898661496,525.7374589107053,535.4472839094868,19516000
2024-04-25,547.6137840387523,549.5369253424196,546.3616989337314,547.5850228338844,12396000
2024-04-26,545.3764890642309,549.9445620008021,541.6779697494305,543.6018602056889,28546000
2024-04-29,536.3143421082091,544.0311205107035,534.1961386638818,537.2811817383347,29129000
2024-04-30,535.616193434687,541.7316016656384,532.1842493186025,533.5060530693644,11591000
2024-05-01,540.4988667200206,546.3848566220769,538.2490582604822,541.0983946576977,21303000
2024-05-02,541.3760189590698,546.3746706633726,537.2396359967942,544.0372443202084,40561000
2024-05-03,542.1751301419805,543.8243268934913,534.8100101025296,539.9861237212496,16183000
2024-05-06,542.1883857472704,549.0603072220607,534.5769640380723,544.4134761576987,36572000
2024-05-07,544.4928326402727,552.9114053621589,536.3613198450108,545.4784377872392,44080000
2024-05-08,556.1686900524837,560.4726356600811,549.1628336637216,553.6768013492275,30695000
2024-05-09,550.5928634102271,552.7325544306683,544.4672090876505,548.122982078972,17314000
2024-05-10,546.1038090763516,556.4846613428837,540.8820626273724,545.703056276398,29623000
2024-05-13,543.4818564846198,549.770115825385,535.9136964524457,542.7662885412095,12139000
2024-05-14,530.8486556175168,534.4526546275691,527.4974848608656,531.1224730361464,41290000
2024-05-15,532.6434446138104,535.7925405656944,526.6832030195861,533.7471762807247,28088000
2024-05-16,535.1855761659659,538.6513922466537,531.0811334907485,536.1041125845533,49692000
2024-05-17,537.3386967350386,539.8609412616779,530.0102002984482,536.4132848178787,43130000
2024-05-20,536.1436403699685,537.4103102442623,529.5260877471613,534.793956638441,42088000
2024-05-21,525.2343987921815,526.5135100688362,519.8841130381161,523.7073778279889,36292000
2024-05-22,522.1727453724438,524.3780376141552,510.73460339995086,520.664805632187,30670000
2024-05-23,516.1299787958752,520.9023553724436,510.08877345091906,518.248547227982,13738000
2024-05-24,512.2424029027545,521.5644923851282,509.9544776259631,512.2709860628739,12469000
2024-05-27,509.02564365214,513.0487729045071,502.27254879019034,511.28779169761043,32534000
2024-05-28,514.8971261924836,520.5303569055465,509.09759697286665,514.6422296481728,19017000
2024-05-29,529.1506417960834,534.4303332150828,519.8759574486317,529.4602145289459,12808000
2024-05-30,533.1705659385038,541.5651927024851,522.4025811181128,531.1114247297195,22713000
2024-05-31,532.6335375072559,535.571423353956,528.2791618388954,533.4287997664313,12719000
2024-06-03,531.0584251102674,537.9837815275365,531.8180296292658,533.0998402338947,32890000
2024-06-04,516.1735557419141,528.0987292569658,514.4816362030465,518.0229407291919,21700000
2024-06-05,519.4307539016102,527.1832534932802,511.98884070986,518.0759302636017,46509000
2024-06-06,519.4163444486535,527.4708219356842,511.8497120009998,518.8030255594109,46766000
2024-06-07,536.0846056223163,541.8065575668295,534.6565670912936,538.2314889818315,36705000
2024-06-10,534.7144553431311,539.6731171551841,534.526804300583,536.9475837988806,28787000
2024-06-11,540.7293037798454,547.2190107844158,530.4553113186637,539.6447843437852,36588000
2024-06-12,537.3281118719235,549.7402992411763,528.992461766952,539.6336263538054,36123000
2024-06-13,532.1508596554394,536.820424177758,524.3634048866171,530.4435736547722,43062000
2024-06-14,540.9151400468916,546.4354808648657,537.0541267257425,539.8018407083828,20177000
2024-06-17,543.8736579688572,550.004926183621,542.3908223726845,546.1601641557434,31727000
2024-06-18,550.6182071678327,561.6778609767209,551.6248366908917,552.9136963085633,40220000
2024-06-19,548.3033004114153,548.5763381164685,535.5767305091044,545.6479614716096,19882000
2024-06-20,556.701445864162,561.764619521983,555.1060338057011,557.4022632942392,11136000
2024-06-21,545.2537979121151,551.2328434896042,539.2025307720637,545.9600400978585,44832000
2024-06-24,552.7626756497137,557.1759423444622,547.2186776954997,551.0390279548511,41966000
2024-06-25,571.9666681570147,573.0433783016913,562.6010255157669,569.4199455511971,17009000
2024-06-26,563.9718411454976,563.5268038049999,553.5407937130544,561.2441884191367,22987000
2024-06-27,558.1680425151173,563.9902649902607,547.328459062481,556.7573408685287,47311000
2024-06-28,557.1776358685003,561.8819990619926,554.6794034981608,557.8679439745646,41575000
2024-07-01,551.6266537860716,560.8370663680014,552.7162791608616,553.933784026506,11007000
2024-07-02,542.8265470712345,543.9130212368103,538.909829235286,541.3262779866895,15445000
2024-07-03,542.4703060056644,547.933306210257,532.2862865965451,542.1536652250745,20706000
2024-07-04,533.3812721509092,539.9705316379776,524.3217312564087,533.7857642780048,39257000
2024-07-05,540.0301657835504,539.4220140242344,530.9852438903157,537.8446106232869,31736000
2024-07-08,528.6325632821624,534.9727355566276,523.8980772600814,530.6959223897122,23281000
2024-07-09,543.2593606153905,545.7005207470321,535.7091767124506,543.2994283816221,11435000
2024-07-10,534.5630127081705,538.8751349122219,534.417854065576,537.1879621057484,43339000
2024-07-11,534.693820401039,545.4620134716592,524.988213193693,534.8614425433531,45150000
2024-07-12,539.2523497385681,545.8818555801997,536.489417197623,541.6556581508676,35821000
2024-07-15,529.8983103657263,540.7440462178889,527.1936411942036,531.9259166587563,36660000
2024-07-16,531.9643214438869,537.5224075897189,527.9508435178055,534.0067571303472,15084000
2024-07-17,545.5569207857307,552.5159973180488,543.1940984409196,544.7441064587242,26661000
2024-07-18,533.1901403667409,540.2235562386189,529.2257355149194,531.8814732380771,23507000
2024-07-19,534.0653366960462,540.4089152122858,525.4642858432245,533.6204639049829,17059000
2024-07-22,538.4445502447954,541.5888815267788,534.0967278387219,535.967455795352,28271000
2024-07-23,541.8420604799413,547.6277371459664,535.545864523675,542.5209137552861,17491000
2024-07-24,531.5845321181118,537.1368741200508,529.3079778265441,532.7260997631263,24859000
2024-07-25,524.3665496636498,532.2269506860179,517.7350449395253,522.4408372920856,18073000
2024-07-26,525.3362356676545,535.7220466832657,523.0012573794645,526.7923115391081,19077000
2024-07-29,531.8547577882026,539.6572281562085,524.9543493283513,529.4024463324407,30953000
2024-07-30,529.0626589025837,533.9091343936772,523.7118724274779,531.6563204720353,21383000
2024-07-31,537.1973910321415,542.7884993973869,530.7560517532872,534.6850193367006,12353000
2024-08-01,527.0794155264165,539.5006685987515,523.0409935491638,529.4983763752696,33821000
2024-08-02,533.6871421783867,534.40521887856,525.9892814246622,531.6077948967658,47567000
2024-08-05,534.3585752224504,535.9184283368271,526.7604487753574,534.2105929633431,34860000
2024-08-06,531.3600553890817,536.8646561090568,518.7796440246296,528.7534868407037,31195000
2024-08-07,541.4981232760235,550.5268539138809,535.5573353058896,543.8158852605185,21939000
2024-08-08,548.2480573895506,557.3519534454272,544.7370654160178,547.9529612434171,35338000
2024-08-09,540.9621538830152,540.8667848416338,537.05617121968,538.4352635385613,31730000
2024-08-12,544.1328093247383,552.88252965644,540.3510177882532,544.0071553997097,31427000
2024-08-13,537.0196500243743,539.3447855083747,529.5082005665041,536.3256519348006,45196000
2024-08-14,543.988589883458,545.6110260133883,541.3374008348771,542.9258197092182,37083000
2024-08-15,552.3815334698229,555.3720358312687,546.589940491667,552.6327544357339,31510000
2024-08-16,546.8026342308062,555.2054389512256,539.1469091600152,546.1060318613406,17813000
2024-08-19,554.7379971038267,562.0157964763209,549.8274177479325,554.2706676042446,41598000
2024-08-20,560.2180685539352,564.3491256024001,549.1209686393164,557.9796883372576,37570000
2024-08-21,562.5702111549348,569.9195536796366,562.9244220370001,565.1390712594492,37082000
2024-08-22,580.2272171002683,591.8455925583747,579.5514479243515,581.5009181639064,39241000
2024-08-23,582.2620832775276,584.905233406614,570.8942452288148,579.6512674015556,40678000
2024-08-26,575.6252550664976,582.9624091115639,567.1268023630632,573.3875311909133,21745000
2024-08-27,565.7726844363831,571.6298186778297,557.8778933485232,566.0236777150836,36029000
2024-08-28,560.0521684171248,564.2943251332289,553.8832019113507,559.3801704867324,23025000
2024-08-29,557.7684551053202,564.7865405374623,555.4155426402116,559.0129230616226,46124000
2024-08-30,560.399818534515,566.3269299407094,552.7404531892455,562.1530549629108,24288000
2024-09-02,564.5622506347988,573.4968602607861,555.5110249955063,564.7672701622447,33650000
2024-09-03,571.218235123199,578.3777847001037,563.7597204658022,572.0571441795561,16540000
2024-09-04,572.9336335063928,575.9924122539397,568.5055967198527,572.454740128695,42232000
2024-09-05,582.7510139181169,595.8687672633226,577.8342705182819,585.2222045848687,26422000
2024-09-06,585.9582003822155,588.3878312286228,578.2358819109561,583.1915698560716,13342000
2024-09-09,610.2315166128182,614.4350061904448,605.0632183858944,607.2788615390618,45612000
2024-09-10,614.4971090545006,624.5149945044616,601.9289643595115,613.2818192896248,20396000
2024-09-11,605.921909887403,613.7205335118252,603.0001796029603,605.7032730150172,27482000
2024-09-12,595.1407362629693,598.7236951778268,584.8850500364379,596.2764782846821,33411000
2024-09-13,602.7754834587181,612.2569423609574,594.864134246949,600.889920813285,23261000
2024-09-16,600.2830829957048,607.144509446041,595.9811748420564,599.1762177430041,13093000
2024-09-17,603.848807278819,610.757278901418,598.7711898977811,605.8929875846267,21722000
2024-09-18,613.0056021921574,613.2483513064515,599.68315749236,610.4969044512737,32042000
2024-09-19,612.1031388520131,620.0758252511573,600.873343534908,610.1352255175258,38087000
2024-09-20,605.4013139432168,610.6226081105125,592.7351120787138,602.6904129881772,42347000
2024-09-23,590.627157993449,596.1342000794547,581.130462597146,589.2969997027725,43756000
2024-09-24,586.3089094622793,596.2390509331528,577.1757041709778,585.644699378991,49214000
2024-09-25,592.9755074938956,603.0716505469771,583.2024250698504,593.4607029454321,26335000
2024-09-26,598.2408813181876,598.4808520137933,591.7950249457153,595.6632766552207,38602000
2024-09-27,586.9713489111549,589.2816389285515,578.508683067192,584.8304956517875,44450000
2024-09-30,583.9741943050731,590.4393530495994,583.1329749147626,586.6421332001581,42196000
2024-10-01,587.5301260174168,599.4118341371544,578.6506214451938,590.3261054108066,15626000
2024-10-02,582.0748416105494,584.3121618248886,571.7257452325371,582.7948066927471,17424000
2024-10-03,586.2450240052384,591.5940090093437,582.8464370380738,584.4300569971437,22857000
2024-10-04,588.0842544410863,594.4349026245893,576.6294306748623,585.2325558952291,29982000
2024-10-07,573.4797992432701,585.7248869755897,564.7561297329969,575.4916207425005,21425000
2024-10-08,579.4128134861462,583.590019525399,575.8286581862244,578.867920971192,11980000
2024-10-09,583.331028376227,593.8281616951829,576.8880914261764,584.0266575250515,36431000
2024-10-10,596.5970156787947,596.1767355473174,582.8338051296641,593.8066328160141,29440000
2024-10-11,605.5545088511084,613.8916922542203,601.914127176289,603.4898558550238,27175000
2024-10-14,593.321065306482,593.8600591522559,582.7146378427673,591.3204584586867,36385000
2024-10-15,583.1151795919995,588.6356496695405,579.0092217676068,583.2977916995663,48158000
2024-10-16,587.5947817406194,597.7118639803106,577.1341310501915,588.0957246055693,33019000
2024-10-17,591.5785827315443,595.7079549003172,581.372543948761,592.9221022842803,28639000
2024-10-18,595.1473264664704,601.4617431797245,586.4430386547756,597.799310689541,29994000
2024-10-21,634.9530139015374,642.1356435631437,625.980150763157,632.645613785665,44375000
2024-10-22,640.377003175969,647.9300845195123,627.1971617112799,638.3795072556862,31563000
2024-10-23,652.8185532226603,658.3681635225358,638.3986499398642,649.5725245168387,49341000
2024-10-24,662.4665046167619,668.7451198218525,654.0880486586334,659.1927107876842,15776000
2024-10-25,666.3323473704044,673.8009400533069,654.6947767085181,665.9631926140527,46444000
2024-10-28,664.9305899790439,667.4787374984386,661.3787679955701,663.1468085199541,13380000
2024-10-29,674.0125047608025,676.5455486273966,662.4838980292933,671.0280021692389,18711000
2024-10-30,665.9049123829403,667.0809736003278,659.5101901236109,663.5847057742661,18782000
2024-10-31,659.8878180164243,673.7002684256922,658.8004230095981,661.5592600450217,27434000
2024-11-01,656.7486270069165,665.2876997294628,654.8492907608164,657.0735884317245,30017000
2024-11-04,655.7681788231888,664.2746962131689,648.6432023056855,658.2090852444353,40707000
2024-11-05,684.4849926764374,688.4204313257258,675.8597668592892,681.3911292544079,49110000
2024-11-06,663.350318516686,675.2709054293535,652.6767039377103,662.646755746072,27343000
2024-11-07,667.9817518647127,672.9877629816532,667.671740490021,669.7993004551853,48827000
2024-11-08,655.0540651201901,662.1394954270927,648.9121904030317,653.9312606700757,15655000
2024-11-11,650.3964566808381,656.8438392003817,642.0213571853899,649.6290613012198,25251000
2024-11-12,659.6281575811486,669.1565110574702,649.8421209085304,660.5650851435403,10526000
2024-11-13,658.9758434409254,663.0709977829133,656.4136488734462,661.5322847304144,13224000
2024-11-14,652.2858371799679,662.693138393078,642.5301745042302,651.1686063932818,21536000
2024-11-15,644.6383255472786,656.610084825223,632.9400795002266,644.5074409038771,38541000
2024-11-18,653.1736631238123,659.3288786616399,642.8758655167861,651.3997817144779,23547000
2024-11-19,644.7190433628815,653.9612129222694,640.5969571268834,644.5890716382539,44531000
2024-11-20,649.2828981346372,659.041776007724,645.4260868791655,647.0042687936746,18712000
2024-11-21,648.1062855071211,657.311892730266,636.3292766390255,647.7700485523895,48565000
2024-11-22,642.1537028707862,644.8082404168404,640.233402059899,641.7626257445852,19208000
2024-11-25,665.2182213760021,670.9220411030082,650.962297152202,662.7220548806825,15109000
2024-11-26,668.7090553094739,678.0037484242014,661.6435456631779,669.355097664601,45201000
2024-11-27,646.9801359342716,655.6128134122714,637.0817512038928,649.3566825052791,26967000
2024-11-28,648.42752213389,661.4367344522508,640.827201259547,651.4974911756938,39759000
2024-11-29,647.0025000759148,657.5006562474732,632.4728356802574,645.3559565989221,30172000
2024-12-02,654.7172193553187,666.1329737775369,648.4944769578912,653.930478530435,46935000
2024-12-03,647.802984100723,653.0228940836662,636.2631302788868,646.4836417837713,36589000
2024-12-04,643.8408811975274,648.3017524289048,639.7314259328731,645.6942551167907,40015000
2024-12-05,648.5412254518651,663.7486695204678,643.9839079715623,650.9081130185203,39009000
2024-12-06,656.4839900972638,670.9672211796448,650.9158767372795,659.6864732716284,27773000
2024-12-09,647.1706266109974,650.8896824874678,636.6499926757039,648.1390269534958,36143000
2024-12-10,645.7912057329709,657.1959413698227,632.4916773336088,645.211046884282,16154000
2024-12-11,640.2464051445651,652.254805684958,630.7917107204864,640.9370529863202,31804000
2024-12-12,634.5793583431172,642.1764289575053,628.9315283767993,634.9763778184791,30581000
